feature	metadata	value	coef	stderr	N	N.not.0	pval	qval
X5.3.1.1.Triose.phosphate.isomerase	diagnosis	Ctl	0.222313160092713	0.0695291169147084	187	187	0.00186875658127976	0.026774771017991
X2.1.1.132.Precorrin.6B.C.5.15..methyltransferase..decarboxylating.	Age	Age	-0.034175737103871	0.0103263051066085	187	187	0.00187761818179642	0.0268246540241747
X2.5.1.7.UDP.N.acetylglucosamine.1.carboxyvinyltransferase	diagnosis	Ctl	0.268687247276484	0.0843350048663178	187	187	0.00189704511994073	0.0268350312685585
X2.7.1.11.6.phosphofructokinase	Age	Age	-0.00944456590433396	0.00293419082073582	187	187	0.00189477367568991	0.0268350312685585
X3.1.3.23.Sugar.phosphatase	diagnosis	Ctl	-1.17511573989429	0.368445624029063	187	187	0.00191063700367795	0.0268350312685585
X4.1.1.23.Orotidine.5..phosphate.decarboxylase	diagnosis	Ctl	0.276513273265621	0.0859350176678605	187	187	0.00190543147697285	0.0268350312685585
X5.1.99.8.7.8.dihydroneopterin.epimerase	diagnosis	Ctl	-2.42335136463367	0.764452285072918	187	94	0.00190852790820514	0.0268350312685585
X6.3.2.8.UDP.N.acetylmuramate..L.alanine.ligase	diagnosis	Ctl	0.233123238380923	0.0728607939944031	187	187	0.00190037619914859	0.0268350312685585
Transferred.1.17.98.1.to.1.1.1.395	diagnosis	Ctl	1.87374601475168	0.5844362168751	187	180	0.00196112602015339	0.0270172624323924
X1.6.99.3.NADH.dehydrogenase	diagnosis	Ctl	-0.983173186686168	0.309579508671751	187	187	0.00193656316431796	0.0270172624323924
X2.6.1.107.Beta.methylphenylalanine.transaminase	diagnosis	Ctl	-2.05952416434316	0.650723084617132	187	83	0.00194565447324822	0.0270172624323924
X2.6.1.87.UDP.4.amino.4.deoxy.L.arabinose.aminotransferase	diagnosis	Ctl	-0.986751483751778	0.311401373937354	187	187	0.00196154211803571	0.0270172624323924
X3.6.3.41.Transferred.entry.7.6.2.5	diagnosis	Ctl	-1.25342684133892	0.396948748337831	187	182	0.00196096084249913	0.0270172624323924
X4.2.2.7.Heparin.lyase	Age	Age	-0.0657132263207948	0.0203866733174342	187	170	0.00194226740008004	0.0270172624323924
X5.3.3.4.Muconolactone.Delta.isomerase	Age	Age	0.0529946714782179	0.016503363258549	187	40	0.00194542573546185	0.0270172624323924
X5.1.3.1.Ribulose.phosphate.3.epimerase	diagnosis	Ctl	0.165187502266287	0.0521429728770893	187	187	0.0019675265039147	0.0270250334669937
X1.1.1.79.Glyoxylate.reductase..NADP....	diagnosis	Ctl	-1.60390720738207	0.506269394288345	187	183	0.00197409867169816	0.0270408131238655
X3.1.26.12.Ribonuclease.E	Age	Age	0.0336900783161714	0.0105502810319625	187	186	0.00198364093986225	0.0270970787017895
X2.7.4.8.Guanylate.kinase	diagnosis	Ctl	0.325890629516397	0.102611058729045	187	187	0.00199469126484879	0.0271735810014647
X1.19.1.1.Flavodoxin..NADP....reductase	diagnosis	Ctl	-1.98713613385992	0.627647034586776	187	92	0.00201004797766835	0.0272339652626478
X3.1.4.55.Phosphoribosyl.1.2.cyclic.phosphate.phosphodiesterase	diagnosis	Ctl	-2.41669682427389	0.765478110809622	187	94	0.00200969597548675	0.0272339652626478
X1.14.12.19.3.phenylpropanoate.dioxygenase	diagnosis	Ctl	-2.60231219977494	0.8237954542637	187	117	0.0020223624428999	0.0273265559357694
X3.2.1.31.Beta.glucuronidase	diagnosis	Ctl	-0.487117780346891	0.153671551084625	187	187	0.00202811789869591	0.027330259034859
X2.1.1.198.16S.rRNA..cytidine.1402..2..O..methyltransferase	Age	Age	-0.00620652497751399	0.00190934998880514	187	187	0.00205304608119986	0.0275916112152628
X4.2.1.10.3.dehydroquinate.dehydratase	Age	Age	-0.0122935288100456	0.00384040721764383	187	187	0.00206700385435492	0.0277045194027248
X1.8.1.2.Assimilatory.sulfite.reductase..NADPH.	diagnosis	Ctl	-2.34569981986925	0.744365506821409	187	161	0.00207526123870145	0.0277406234213551
X3.1.26.4.Ribonuclease.H	diagnosis	Ctl	0.269635747117133	0.0850043308065315	187	187	0.00208181624491893	0.0277538390298551
X5.3.1.35.2.dehydrotetronate.isomerase	diagnosis	Ctl	-2.14621346827142	0.682931898409617	187	68	0.00211229333085728	0.0280850521270784
X1.7.1.4.Nitrite.reductase..NAD.P.H.	diagnosis	Ctl	-2.54433163179926	0.810253451546079	187	155	0.00215788978492959	0.0286149959246248
X3.4.11.23.PepB.aminopeptidase	diagnosis	Ctl	-2.38590048813824	0.762532734051643	187	144	0.00219341791131305	0.029008970041928
X1.1.1.67.Mannitol.2.dehydrogenase	diagnosis	Ctl	-1.71039665266942	0.546862281730744	187	173	0.00221859329985311	0.0291447183477318
X1.4.1.14.Glutamate.synthase..NADH.	Age	Age	-0.0867502663086624	0.0274378369242172	187	181	0.00222121800484117	0.0291447183477318
X2.3.1.191.UDP.3.O..3.hydroxymyristoyl.glucosamine.N.acyltransferase	diagnosis	Ctl	-2.57429149618152	0.822971298205171	187	146	0.00222098454556202	0.0291447183477318
X3.5.1.88.Peptide.deformylase	diagnosis	Ctl	0.330686966137677	0.104367458913638	187	187	0.00222834607286662	0.029161505300034
X3.5.4.10.IMP.cyclohydrolase	Age	Age	-0.00972840208414398	0.00313674198837321	187	187	0.00223617222445128	0.0291873159976809
X2.3.1.193.tRNA.Met..cytidine.acetyltransferase	diagnosis	Ctl	-2.40141298695183	0.768750348280156	187	136	0.00224726774440997	0.0292555534559481
X6.3.2.4.D.alanine..D.alanine.ligase	diagnosis	Ctl	0.199238984081419	0.0636512803470101	187	187	0.00225464079460772	0.0292751015674846
X3.1.26.8.Ribonuclease.M5	diagnosis	Ctl	0.916233093549903	0.293951444699336	187	185	0.00226678116722157	0.029353291794947
X7.1.2.2.H....transporting.two.sector.ATPase	diagnosis	Ctl	0.3787386346501	0.11958611814963	187	187	0.00227243695003	0.029353291794947
X1.1.1.262.4.hydroxythreonine.4.phosphate.dehydrogenase	diagnosis	Ctl	-0.705816623416245	0.226764562909305	187	187	0.00231408356292825	0.0298140068340058
X6.3.2.9.UDP.N.acetylmuramoyl.L.alanine..D.glutamate.ligase	diagnosis	Ctl	0.232866335911025	0.0742078680621606	187	187	0.00233055356362674	0.0299488146088736
X3.2.1.136.Glucuronoarabinoxylan.endo.1.4.beta.xylanase	Age	Age	-0.058168313371227	0.0184294077915852	187	178	0.00234396032666469	0.0300436662949876
X3.1.11.2.Exodeoxyribonuclease.III	diagnosis	Ctl	0.323407567678221	0.104487241653597	187	187	0.00236359543424423	0.0301794542761941
X4.2.1.11.Phosphopyruvate.hydratase	diagnosis	Ctl	0.179286231742661	0.0572703425584553	187	187	0.00236665997232088	0.0301794542761941
X2.1.1.37.DNA..cytosine.5...methyltransferase	diagnosis	Ctl	0.453941691810987	0.146088275743711	187	187	0.00239130670799382	0.0303030771399864
X3.1.3.10.Glucose.1.phosphatase	diagnosis	Ctl	-2.58450071734472	0.833246433310241	187	141	0.00239584768340428	0.0303030771399864
X3.1.3.22.Mannitol.1.phosphatase	diagnosis	Ctl	-2.78385362962904	0.896539491251275	187	92	0.00240066495593555	0.0303030771399864
X3.1.3.50.Sorbitol.6.phosphatase	diagnosis	Ctl	-2.78385362962904	0.896539491251275	187	92	0.00240066495593555	0.0303030771399864
X2.7.1.45.2.dehydro.3.deoxygluconokinase	Age	Age	-0.022637097470325	0.00718224818966865	187	187	0.00241073131814902	0.0303227280270446
X3.4.19.5.Beta.aspartyl.peptidase	diagnosis	Ctl	-2.32478557929545	0.751078946500025	187	137	0.00242505796633146	0.0303227280270446
X3.4.24.71.Endothelin.converting.enzyme.1	Age	Age	-0.0535968010486099	0.0169362603816718	187	182	0.00242654803104509	0.0303227280270446
X6.1.1.18.Glutamine..tRNA.ligase	diagnosis	Ctl	0.286146406807671	0.0917680052137131	187	187	0.00242507623939417	0.0303227280270446
X1.3.99.22.Transferred.entry.1.3.98.3	diagnosis	Ctl	0.837907127119523	0.268207518055464	187	187	0.00243990981892586	0.0304134758929109
X2.6.1.37.2.aminoethylphosphonate..pyruvate.transaminase	diagnosis	Ctl	-0.912252804357597	0.295093751830931	187	187	0.00244812895901279	0.0304398279043336
X2.7.7.1.Nicotinamide.nucleotide.adenylyltransferase	Age	Age	0.0690186239084833	0.0220254831389519	187	127	0.00248287769931111	0.0307950950466796
X2.3.1.243.Lauroyl.Kdo.2..lipid.IV.A..myristoyltransferase	diagnosis	Ctl	-2.55874396553033	0.829991583562454	187	102	0.00249758232844597	0.0309006091554134
X2.3.1.40.Acyl..acyl.carrier.protein...phospholipid.O.acyltransferase	diagnosis	Ctl	-2.63041325259523	0.85029168528535	187	145	0.00250724660126192	0.030943394935376
X4.2.1.81.D....tartrate.dehydratase	diagnosis	Ctl	-2.3686753415189	0.767337261460848	187	101	0.0025185919155158	0.0310066649154612
X1.1.1.373.Sulfolactaldehyde.3.reductase	diagnosis	Ctl	-2.54710678592521	0.824279553251243	187	100	0.00253287249821581	0.0310528629629687
X7.6.2.7.ABC.type.taurine.transporter	diagnosis	Ctl	-1.87409918528303	0.607673024838932	187	86	0.00253480048654799	0.0310528629629687
X2.3.1.86.Fatty.acyl.CoA.synthase.system	Age	Age	-0.0504016815722421	0.0160387921033648	187	180	0.00254918896359108	0.0311525886580027
X1.2.1.19.Aminobutyraldehyde.dehydrogenase	diagnosis	Ctl	-2.34387410984591	0.76161215360528	187	136	0.00259613057762731	0.0312379902169938
X1.5.3.1.Sarcosine.oxidase	diagnosis	Ctl	1.57103370480806	0.511704336282414	187	156	0.0025907361956208	0.0312379902169938
X1.9.3.1.Cytochrome.c.oxidase	Age	Age	0.0824087785699773	0.0261129799885947	187	75	0.00259922811966714	0.0312379902169938
X2.3.3.10.Hydroxymethylglutaryl.CoA.synthase	Age	Age	0.0509578569668178	0.0162231515957705	187	31	0.00259462978387495	0.0312379902169938
X2.6.1.66.Valine..pyruvate.transaminase	diagnosis	Ctl	-2.55543993789776	0.829829005225777	187	103	0.00256744678103873	0.0312379902169938
X3.1.3.68.2.deoxyglucose.6.phosphatase	diagnosis	Ctl	-2.4357683790856	0.789928369006847	187	125	0.00256968635989618	0.0312379902169938
X5.1.3.13.dTDP.4.dehydrorhamnose.3.5.epimerase	diagnosis	Ctl	0.559140951644777	0.179782368653729	187	187	0.00260003328119784	0.0312379902169938
X4.2.1.10.3.dehydroquinate.dehydratase	diagnosis	Ctl	0.332388305753599	0.106954962319624	187	187	0.00260634840951837	0.0312385893506216
X1.2.98.1.Formaldehyde.dismutase	diagnosis	Ctl	-2.28182215239196	0.744425457439363	187	77	0.00264525132693471	0.0314186913437803
X2.7.8.5.CDP.diacylglycerol..glycerol.3.phosphate.1.phosphatidyltransferase	diagnosis	Ctl	0.579959122362342	0.189077819777582	187	187	0.00264620123869105	0.0314186913437803
X3.8.1.3.Haloacetate.dehalogenase	diagnosis	Ctl	2.00387491876865	0.651347287576605	187	160	0.00264658049827271	0.0314186913437803
X4.2.1.90.L.rhamnonate.dehydratase	diagnosis	Ctl	-2.20946208251521	0.719663577705542	187	129	0.0026394432181897	0.0314186913437803
X4.1.99.1.Tryptophanase	diagnosis	Ctl	-1.47610042227663	0.480895094876219	187	181	0.00266976479427836	0.0316186395825935
X2.3.1.47.8.amino.7.oxononanoate.synthase	diagnosis	Ctl	-1.03380977152009	0.338316638891332	187	186	0.0026879540785079	0.031683543819008
X3.6.1.19.Transferred.entry.3.6.1.9	diagnosis	Ctl	2.89741200667699	0.94388864791158	187	145	0.00268326100594599	0.031683543819008
X4.2.1.79.2.methylcitrate.dehydratase	diagnosis	Ctl	-2.47150933111168	0.807841723250706	187	130	0.00271738940250434	0.0319549612285063
X1.10.3.10.Transferred.entry.7.1.1.3	diagnosis	Ctl	-1.4966684096609	0.487467523698562	187	179	0.00273570758896131	0.0320937938839417
X4.2.1.120.4.hydroxybutanoyl.CoA.dehydratase	Age	Age	-0.0509941475522644	0.0164969223871566	187	164	0.002742069032202	0.0320937938839417
X2.1.1.148.Thymidylate.synthase..FAD.	Age	Age	-0.0375475179218497	0.0121370495579525	187	186	0.0027634146708382	0.0321174488317
X3.2.1.172.Unsaturated.rhamnogalacturonyl.hydrolase	Age	Age	-0.0384914735554134	0.0114682653269724	187	187	0.00275361517006594	0.0321174488317
X4.1.99.14.Spore.photoproduct.lyase	diagnosis	Ctl	1.86358793778996	0.613933625131554	187	155	0.00275762034974479	0.0321174488317
X2.1.1.34.tRNA..guanosine.18..2..O..methyltransferase	diagnosis	Ctl	-0.830760345178891	0.273401437417361	187	186	0.00280322975656089	0.032353943440307
X3.4.21.53.Endopeptidase.La	diagnosis	Ctl	0.170945427418192	0.0559153367441622	187	187	0.00280306152897862	0.032353943440307
X4.2.2.23.Rhamnogalacturonan.endolyase	Age	Age	-0.0716348457622982	0.0232323822637318	187	151	0.00279298310051331	0.032353943440307
X5.1.3.24.N.acetylneuraminate.epimerase	diagnosis	Ctl	-1.47244586061738	0.484239611299281	187	179	0.00281597813349232	0.0324260207242326
X1.8.1.9.Thioredoxin.disulfide.reductase	diagnosis	Ctl	0.216857974673627	0.0709464224492974	187	187	0.00283510289090966	0.0324961448599439
X3.5.3.7.Guanidinobutyrase	Age	Age	-0.0594597816399977	0.0192758592947325	187	167	0.00283441000023151	0.0324961448599439
X3.4.19.11.Gamma.D.glutamyl.meso.diaminopimelate.peptidase	Age	Age	-0.049057064684651	0.0159194123105822	187	185	0.0028762239005192	0.0328165958077545
X5.4.3.6.Tyrosine.2.3.aminomutase	Age	Age	-0.0690765477023561	0.0224418745940979	187	132	0.00287307092796211	0.0328165958077545
X3.5.4.5.Cytidine.deaminase	diagnosis	Ctl	0.237354613639618	0.0776621927178246	187	187	0.00291526761438549	0.0331861285966348
X4.2.1.119.Enoyl.CoA.hydratase.2	Age	Age	-0.0691376262369721	0.0226142183835932	187	142	0.00293306971935245	0.0333127235095474
X2.6.1.42.Branched.chain.amino.acid.transaminase	diagnosis	Ctl	0.359151580109069	0.118748074931525	187	187	0.00297656879762256	0.0336534513037327
X2.8.3.21.L.carnitine.CoA.transferase	diagnosis	Ctl	-1.67836153245414	0.553380366296107	187	83	0.0029698545476896	0.0336534513037327
X2.8.1.2.3.mercaptopyruvate.sulfurtransferase	diagnosis	Ctl	-2.46788996835977	0.814280796263853	187	118	0.00299909002965062	0.0338313639996335
X2.7.1.202.Protein.N.pi..phosphohistidine..D.fructose.phosphotransferase	diagnosis	Ctl	-2.88707477775138	0.953402846466125	187	120	0.00301662060323215	0.0338751623902582
X4.2.1.32.L....tartrate.dehydratase	diagnosis	Ctl	0.676045578277438	0.223485355380387	187	187	0.00303624518588631	0.0338751623902582
X4.3.2.1.Argininosuccinate.lyase	diagnosis	Ctl	0.188564475381003	0.0622392353136033	187	187	0.00301789618752939	0.0338751623902582
X5.3.1.32..4S..4.hydroxy.5.phosphonooxypentane.2.3.dione.isomerase	diagnosis	Ctl	-1.67465150042038	0.551108583618092	187	74	0.00303694295797141	0.0338751623902582
X6.2.1.5.Succinate..CoA.ligase..ADP.forming.	diagnosis	Ctl	-0.954820459067846	0.315926518781869	187	187	0.00302871107272824	0.0338751623902582
X6.3.5.7.Glutaminyl.tRNA.synthase..glutamine.hydrolyzing.	diagnosis	Ctl	0.705925178366621	0.233115711913993	187	187	0.00305106234976727	0.0339566894552223
X3.2.1.14.Chitinase	diagnosis	Ctl	-0.755603416173482	0.250050259171091	187	187	0.00310606779291048	0.0344918797671529
X1.97.1.4..Formate.C.acetyltransferase..activating.enzyme	Age	Age	-0.00575826612474109	0.00189996160013809	187	187	0.00313334965231388	0.0347175141476378
X3.5.3.18.Dimethylargininase	Age	Age	-0.0492617502466261	0.0161252861968026	187	179	0.00315660587202825	0.0348204355706479
X3.6.5.n1.Elongation.factor.4	diagnosis	Ctl	0.292823135534342	0.0961036512825895	187	187	0.00315022439582217	0.0348204355706479
X2.7.1.198.Protein.N.pi..phosphohistidine..D.sorbitol.phosphotransferase	diagnosis	Ctl	-2.60548831455162	0.864953890516649	187	70	0.00316582501831953	0.0348448627111905
X4.1.1.85.3.dehydro.L.gulonate.6.phosphate.decarboxylase	diagnosis	Ctl	-2.45985401691583	0.816817711802401	187	140	0.00317279736680314	0.0348448627111905
X3.4.21.89.Signal.peptidase.I	Age	Age	-0.00811054994335712	0.00244853600387458	187	187	0.00321236043608433	0.035201822273223
X1.2.7.7.3.methyl.2.oxobutanoate.dehydrogenase..ferredoxin.	Age	Age	-0.0387667245859653	0.0126100234742189	187	183	0.00323406792770192	0.035353414492638
X1.20.4.1.Arsenate.reductase..glutaredoxin.	diagnosis	Ctl	-1.00376029167192	0.334440649905102	187	186	0.00324037513500513	0.035353414492638
X2.4.1.18.1.4.alpha.glucan.branching.enzyme	diagnosis	Ctl	0.234439364017875	0.0779560903078906	187	187	0.00326461361955899	0.0355400949937143
X2.1.2.3.Phosphoribosylaminoimidazolecarboxamide.formyltransferase	diagnosis	Ctl	-0.25403765655623	0.084794694663721	187	187	0.00330167115361305	0.035787244286771
X2.4.1.187.mannosaminyltransferase	Age	Age	-0.0197034038459791	0.00651763360445374	187	187	0.00330098218707555	0.035787244286771
X1.3.1.26.Transferred.entry.1.17.1.8	Age	Age	-0.0519823501123986	0.0171925923312612	187	177	0.00337510480547209	0.0358827661214832
X1.3.5.2.Dihydroorotate.dehydrogenase..quinone.	diagnosis	Ctl	-0.771260128817113	0.258642586805649	187	186	0.00337591068135166	0.0358827661214832
X2.3.1.180.Beta.ketoacyl..acyl.carrier.protein..synthase.III	Age	Age	-0.00771653517629943	0.00246045647275289	187	187	0.00336994357717623	0.0358827661214832
X2.3.1.234.N.6..L.threonylcarbamoyladenine.synthase	diagnosis	Ctl	0.272099303509743	0.0904136869773006	187	187	0.00338964758187296	0.0358827661214832
X2.7.1.165.Glycerate.2.kinase	diagnosis	Ctl	-2.24246691901446	0.74676402115062	187	141	0.00336725051730582	0.0358827661214832
X2.7.4.25..d.CMP.kinase	Age	Age	-0.00952554691772396	0.00313211294360983	187	187	0.00338312128135475	0.0358827661214832
X2.8.3.8.Acetate.CoA.transferase	diagnosis	Ctl	-1.31450871385934	0.439273711459197	187	184	0.00336065162127614	0.0358827661214832
X3.1.5.1.dGTPase	diagnosis	Ctl	-0.72763973810963	0.242229312434024	187	187	0.00335756877224465	0.0358827661214832
X3.5.1.78.Glutathionylspermidine.amidase	diagnosis	Ctl	-2.27002352047306	0.757421036806703	187	142	0.00336023255401595	0.0358827661214832
X3.5.3.1.Arginase	Age	Age	-0.0395195465464401	0.0130106665128817	187	186	0.00336725832927764	0.0358827661214832
X4.2.1.99.2.methylisocitrate.dehydratase	diagnosis	Ctl	-2.24799335900988	0.749837382496217	187	110	0.00335092652531017	0.0358827661214832
X1.1.1.83.D.malate.dehydrogenase..decarboxylating.	diagnosis	Ctl	-2.10635865446387	0.705680567907943	187	112	0.00342908433630095	0.0359189380268834
X1.1.5.12.D.lactate.dehydrogenase..quinone.	diagnosis	Ctl	-2.26522222676415	0.758991591849303	187	110	0.00342684192427489	0.0359189380268834
X1.1.5.3.Glycerol.3.phosphate.dehydrogenase	diagnosis	Ctl	-1.04299263526026	0.348724646866885	187	187	0.0034196972341379	0.0359189380268834
X2.1.1.14.5.methyltetrahydropteroyltriglutamate..homocysteine.S.methyltransferase	Age	Age	0.0278630287924262	0.00919829489212765	187	187	0.00340471846460129	0.0359189380268834
X2.7.6.5.GTP.diphosphokinase	diagnosis	Ctl	0.525281213794653	0.175552122313883	187	187	0.00340871033533894	0.0359189380268834
X1.17.1.9.Formate.dehydrogenase	diagnosis	Ctl	-2.35046082172162	0.787997847264623	187	163	0.00345344133895157	0.0360982358826259
X1.1.1.355.2..dehydrokanamycin.reductase	Age	Age	-0.0495859874375195	0.0161837595325636	187	133	0.00348156976424323	0.0361263770130752
X2.6.1.16.Glutamine..fructose.6.phosphate.transaminase..isomerizing.	diagnosis	Ctl	0.245481212630352	0.0821653165221344	187	187	0.00346662970432026	0.0361263770130752
X2.7.7.13.Mannose.1.phosphate.guanylyltransferase	diagnosis	Ctl	-0.677267643524582	0.227677833485919	187	187	0.00348511579287789	0.0361263770130752
X4.1.2.48.Low.specificity.L.threonine.aldolase	diagnosis	Ctl	-0.606329933163669	0.202433877321408	187	187	0.00347356588355629	0.0361263770130752
X2.5.1.16.Spermidine.synthase	diagnosis	Ctl	0.492157348871571	0.1663337820616	187	187	0.00350310293758058	0.0361628775162783
X3.6.1.12.dCTP.diphosphatase	diagnosis	Ctl	-2.60139677296006	0.873024593443471	187	108	0.00350314276782239	0.0361628775162783
X2.1.1.74..NAD.P.H.oxidizing.	Age	Age	-0.0307062721961212	0.0101773604922733	187	187	0.0035162558958803	0.0362232477207834
X1.1.1.290.4.phosphoerythronate.dehydrogenase	Age	Age	-0.0135419561505552	0.00449428594505813	187	187	0.00352977811578364	0.0362848023808288
X1.3.5.4.Fumarate.reductase..quinol.	diagnosis	Ctl	-2.23801459933685	0.752053260914454	187	135	0.00354280712736472	0.0362848023808288
X2.1.1.156.Glycine.sarcosine.N.methyltransferase	diagnosis	Ctl	1.18338363223638	0.39150427217421	187	187	0.00354406312865295	0.0362848023808288
X1.14.12.1.Anthranilate.1.2.dioxygenase..deaminating..decarboxylating.	diagnosis	Ctl	-1.878822530216	0.632115923988236	187	80	0.00358385559883144	0.0365421350015819
X2.1.1.133.Precorrin.4.C.11..methyltransferase	Age	Age	-0.0352986702452536	0.0115363500466614	187	187	0.00358107233738372	0.0365421350015819
X3.4.23.36.Signal.peptidase.II	diagnosis	Ctl	0.234762941929802	0.0782204475784687	187	187	0.00359219695818204	0.0365524368030524
X2.3.1.267..Ribosomal.protein.S5..alanine.N.acetyltransferase	diagnosis	Ctl	-2.48002489046203	0.834708430736176	187	118	0.00361672493787704	0.0367270683100914
X5.3.3.6.Methylitaconate.Delta.isomerase	diagnosis	Ctl	-2.32163805600432	0.783034370489614	187	133	0.00362697364790856	0.0367562817245368
X2.7.7.70.D.glycero.beta.D.manno.heptose.1.phosphate.adenylyltransferase	diagnosis	Ctl	-0.711084957684301	0.240458658525782	187	187	0.00368796838518444	0.0372986011532041
X6.3.5.3.Phosphoribosylformylglycinamidine.synthase	Gender	Male	0.125869846274652	0.0414909218189894	187	187	0.00371994058716526	0.0374944354318025
X6.5.1.4.RNA.3..terminal.phosphate.cyclase..ATP.	diagnosis	Ctl	-2.65373166990579	0.895695412865798	187	123	0.00372237174864465	0.0374944354318025
X2.4.2.1.Purine.nucleoside.phosphorylase	diagnosis	Ctl	0.209218851748957	0.0706990821023833	187	187	0.00376266247341287	0.0378238610734608
X4.3.2.2.Adenylosuccinate.lyase	diagnosis	Ctl	0.220831910316445	0.0742056169188043	187	187	0.00382639891071124	0.0383871729754652
X5.3.4.1.Protein.disulfide.isomerase	Age	Age	0.0474931782151319	0.0162199876701109	187	38	0.00385157297210945	0.0385621342147344
X2.3.1.128.Transferred.entry.2.3.1.267	diagnosis	Ctl	1.41925932126117	0.481807599780614	187	182	0.00387164663127395	0.0386098185876169
X4.1.2.13.Fructose.bisphosphate.aldolase	Gender	Male	0.200751245472888	0.0672494567447343	187	187	0.00387182296305825	0.0386098185876169
X2.3.1.n4.1.acyl.sn.glycerol.3.phosphate.acyltransferase	diagnosis	Ctl	-2.13390828810436	0.723614292219381	187	95	0.00388843796516591	0.0386981071742859
X1.4.99.6.D.arginine.dehydrogenase	diagnosis	Ctl	-2.35303119179759	0.79756393498539	187	131	0.00390470409663253	0.0387825789358761
X5.4.99.18.5..carboxyamino.imidazole.ribonucleotide.mutase	Age	Age	-0.00789942243601903	0.00259056389617866	187	187	0.00391986534338881	0.0388557626285022
X3.5.3.12.Agmatine.deiminase	Age	Age	-0.0358883644713762	0.0119562704125805	187	187	0.00394752901568558	0.039052340619461
X2.3.1.242.Kdo.2..lipid.IV.A..palmitoleoyltransferase	diagnosis	Ctl	-2.10348907404557	0.716090037519805	187	109	0.00401554148315263	0.0394123815649587
X2.7.1.194.Protein.N.pi..phosphohistidine..L.ascorbate.phosphotransferase	diagnosis	Ctl	-1.97957924173954	0.673348446959035	187	89	0.00400106072571752	0.0394123815649587
X3.2.1.50.Alpha.N.acetylglucosaminidase	Age	Age	-0.0609344298801116	0.0205473005604957	187	180	0.00400231156647415	0.0394123815649587
X4.2.1.33.3.isopropylmalate.dehydratase	diagnosis	Ctl	0.182064725530187	0.0615859362706381	187	187	0.00400805118781262	0.0394123815649587
X1.3.1.87.3..cis.5.6.dihydroxycyclohexa.1.3.dien.1.yl.propanoate.dehydrogenase	diagnosis	Ctl	-2.0483196855675	0.700682891881738	187	85	0.0041340237032438	0.0402582855163546
X2.4.99.12.Lipid.IV.A..3.deoxy.D.manno.octulosonic.acid.transferase	diagnosis	Ctl	-1.18270115471756	0.405380981547033	187	180	0.00411593865581854	0.0402582855163546
X3.6.1.67.Dihydroneopterin.triphosphate.diphosphatase	diagnosis	Ctl	-2.2714268726769	0.776584733970936	187	83	0.00412934150955364	0.0402582855163546
X4.2.1.126.N.acetylmuramic.acid.6.phosphate.etherase	diagnosis	Ctl	-0.491777750442603	0.168931038422033	187	187	0.00413044580995	0.0402582855163546
X3.6.1.40.Guanosine.5..triphosphate.3..diphosphate.diphosphatase	diagnosis	Ctl	-1.08852706157044	0.371688692155655	187	184	0.00414505848860609	0.0402870596962767
X2.3.2.2.Gamma.glutamyltransferase	diagnosis	Ctl	-1.60403445991089	0.548114700119631	187	180	0.00417947541308772	0.0404638143876803
X3.6.1.31.Phosphoribosyl.ATP.diphosphatase	diagnosis	Ctl	0.358217113365612	0.121387132073707	187	187	0.00417143867479154	0.0404638143876803
X2.1.1.35.tRNA..uracil.54..C.5...methyltransferase	diagnosis	Ctl	-2.11647647897841	0.726450882812673	187	151	0.00419838627427526	0.0405646898047359
X2.4.2.17.ATP.phosphoribosyltransferase	diagnosis	Ctl	0.280552682046627	0.0949914828187401	187	187	0.00420616619114489	0.0405646898047359
X1.1.1.8.Glycerol.3.phosphate.dehydrogenase..NAD....	diagnosis	Ctl	-2.93658476892338	1.00553889564394	187	118	0.00421787400776988	0.0405990729782637
X1.1.1.336.UDP.N.acetyl.D.mannosamine.dehydrogenase	diagnosis	Ctl	-1.61405840446591	0.551995038984862	187	179	0.00423078088897853	0.0406448429912273
X2.3.1.46.Homoserine.O.succinyltransferase	diagnosis	Ctl	-1.99600899432111	0.685987034811171	187	157	0.00425019248138115	0.0407528071387816
X2.3.1.61.Dihydrolipoyllysine.residue.succinyltransferase	diagnosis	Ctl	-1.72384900487249	0.592287768418049	187	171	0.00426001832214203	0.0407686206414591
X4.1.2.53.2.keto.3.deoxy.L.rhamnonate.aldolase	diagnosis	Ctl	-2.52323891556825	0.868549218269219	187	102	0.0043645546124591	0.0416890216431438
X1.6.5.5.NADPH.quinone.reductase	diagnosis	Ctl	-2.16306873688507	0.745290569078317	187	171	0.0043732186355871	0.041691908445578
X1.1.1.85.3.isopropylmalate.dehydrogenase	diagnosis	Ctl	0.254480171767024	0.0870070251437986	187	187	0.00444395340948511	0.0418857310013096
X2.1.1.176.16S.rRNA..cytosine.967..C.5...methyltransferase	diagnosis	Ctl	0.433584642713217	0.149051097451615	187	187	0.00440901431408906	0.0418857310013096
X2.3.1.210.dTDP.4.amino.4.6.dideoxy.D.galactose.acyltransferase	diagnosis	Ctl	-2.32576906881214	0.801329498716741	187	113	0.00442332078475641	0.0418857310013096
X2.3.1.79.Maltose.O.acetyltransferase	diagnosis	Ctl	-0.653392700415639	0.225127351071005	187	187	0.00443619329489814	0.0418857310013096
X3.4.24.75.Lysostaphin	diagnosis	Ctl	-0.858928722232822	0.295897529544619	187	185	0.00441708555789375	0.0418857310013096
