# features	HSM67VEO	CSM5MCUQ_P	CSM67UAU	CSM79HJM	CSM5FZ3T_P	CSM79HNO	HSM5MD4U_P	MSM5LLFG_P	HSM5MD87_P	HSM7J4HM	MSM5LLFK_P	MSM6J2K2	MSM9VZL5	MSM9VZMO	MSMA267V	PSM6XBVI	PSM7J4EF	MSM5LLHV_P	MSM79H5E	MSM5LLIS_P	MSM6J2JN	MSM6J2Q1	ESM5MEB7	HSM5MD57_P	MSM5LLIQ_P	MSM79H7C	HSM7J4LP	HSM5MD8P_P	CSM5MCV1_P	MSM79H8D	PSM6XBRK_TR	PSM6XBSE	HSM5MD8A_P	CSM5MCU4_P	HSM7J4JH	HSMA33IE	PSM7J199	CSM67U9H	ESM5MEEJ_P	PSM6XBSI	CSM6J2H9_P	HSM6XRQB	PSM6XBT3	PSM7J177	CSM7KORO	CSM5MCUG_P	ESM5GEYU_P	MSM5LLHR_P	ESM5GEYY_P	ESM5MEE2_P	ESM5MEA7_P	MSM6J2JZ	HSM6XRR5	CSM79HHO	HSM67VI3	HSM7CZ3A	ESM5MEDZ_P	HSM7J4J7	MSM5LLIC_P	HSM5MD62	HSM6XRUL	MSM9VZFL	HSM7J4NO	PSMA265X	CSM5MCXT	ESM5MEDN	MSM5LLDI	PSMA266U	HSM5MD82_P	MSM5LLH2_P	MSM9VZMM	MSM5LLDK	CSM5MCTZ_P	HSM7CZ2Z
PHOSLIPSYN-PWY: superpathway of phospholipid biosynthesis I (bacteria)	0.7172731078123661	0.0	0.0	0.8132270770113851	0.0	0.8260947563399111	0.714652849151674	0.0	0.5498281549351463	0.0	0.19205636145103447	0.2271699867431245	0.7642663155325075	0.2315844645469827	0.0	0.0	0.0	1.3982742784970212	0.0	0.683161860568733	0.9288878924270263	0.26174562360446463	0.0	0.0	NaN	0.22279800505103292	0.0	0.6450079263037861	0.6019197474437341	0.33630304467607736	0.0	0.7384873517245371	0.0	0.0	0.648597257973797	1.1775820255947342	0.0	0.6699777526835161	0.0	0.0	0.0	0.0	0.9564820827102472	NaN	0.5545248283302772	0.0	0.0	0.0	0.42739639742178565	0.0	0.0	0.0	0.49116831177953846	0.0	0.0	0.0	0.2299572257727879	1.915899683557115	0.5283957543508766	0.5736600896636384	0.0	0.0	0.0	0.7202958434385801	0.8475912508660229	0.0	0.0	0.5521062826646673	0.0	0.3216179862624589	0.0	0.0	0.0	0.0
POLYAMINSYN3-PWY: superpathway of polyamine biosynthesis II	0.0	0.0	NaN	NaN	NaN	NaN	0.0	0.0	0.0	NaN	NaN	NaN	0.0	0.0	NaN	NaN	0.0	0.0	NaN	NaN	0.0	0.0	0.0	0.0	NaN	NaN	NaN	NaN	0.0	NaN	NaN	NaN	0.0	NaN	0.0	NaN	NaN	0.0	NaN	NaN	NaN	NaN	NaN	NaN	0.0	0.0	0.0	0.0	0.0	0.0	NaN	NaN	0.0	NaN	NaN	NaN	0.0	0.0	0.0	0.0	0.0	NaN	0.0	NaN	Inf	NaN	0.0	0.0	0.0	0.0	0.0	0.0	0.0	NaN
POLYAMSYN-PWY: superpathway of polyamine biosynthesis I	0.0	0.0	NaN	0.0	0.0	0.0939189317187056	0.0	0.0	0.0	1.3589827745046075	NaN	0.0	0.0	0.0	0.0	NaN	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	NaN	0.0	NaN	NaN	0.20798341371001203	NaN	NaN	0.7115307700521124	0.0	0.0	0.4625714985193491	NaN	0.0	0.0	0.0	NaN	0.0	0.0	0.0	NaN	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.6388640647003636	0.0	0.3162949858071664	0.0	0.0	0.0	0.0	0.0	0.0	NaN	0.0	0.8360210817247126	0.0	0.0	0.0	0.0	0.0	NaN
POLYISOPRENSYN-PWY: polyisoprenoid biosynthesis (E. coli)	0.46567146856903474	0.0	0.0	0.5968984584580596	1.2681093900187521	0.0	0.0	0.0	1.0000100764686124	0.4634855755846089	1.0214742780030874	0.0	0.0	0.6500725562459568	0.0	0.3841439180654748	0.0	0.0	0.0	1.847719590283356	0.8372606243110274	0.6741876514631814	0.0	0.0	NaN	0.8125485060168046	NaN	0.3285755170447872	0.6257303265558616	0.48396165159174287	0.0	0.6043529866170009	0.0	3.597707657613727	NaN	0.21163495775103344	0.6037443976597664	0.0	1.1718492730957433	0.0	0.0	0.0	0.0	NaN	0.6577075254683088	0.4479215962835669	0.0	0.0	0.0	0.7731651957427315	1.9406118708660682	0.0	0.0	0.0	0.0	0.47700854109410734	0.5813287916161031	0.6190867957893852	0.347458637537378	0.0	0.37387546837060925	0.6952925925966723	1.0393530483971423	0.4030431843921441	0.7356151460263538	0.0	NaN	0.2792102071002161	0.0	0.0	0.0	0.0	0.5661092193695763	0.0
PPGPPMET-PWY: ppGpp metabolism	0.0	0.0	0.0	NaN	0.0	0.7703109914157645	0.0	0.0	0.0	0.0	NaN	0.0	NaN	0.0	0.0	0.0	0.0	NaN	NaN	NaN	0.0	0.0	0.0	3.6185931225530927	NaN	0.0	0.0	0.0	0.4631302040580026	0.0	0.0	2.1569536895301487	0.0	0.0	0.0	0.0	NaN	NaN	0.0	0.0	0.0	0.0	0.0	NaN	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.865209772781487	0.0	NaN	Inf	1.939310263798057	0.0	NaN	0.0	0.0	NaN	0.0	NaN	0.0	NaN	0.37008001790945305	0.0	0.0	0.0	0.0	0.0	0.0
PROPFERM-PWY: superpathway of L-alanine fermentation (Stickland reaction)	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0.0	NaN	NaN	NaN	NaN	NaN	0.0	0.0	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
PROTOCATECHUATE-ORTHO-CLEAVAGE-PWY: protocatechuate degradation II (ortho-cleavage pathway)	NaN	0.0	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0.0	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0.0	NaN	NaN	NaN	NaN
PRPP-PWY: superpathway of histidine, purine, and pyrimidine biosynthesis	NaN	0.0	NaN	NaN	NaN	NaN	0.0	NaN	0.0	NaN	NaN	NaN	NaN	0.0	NaN	0.0	NaN	NaN	NaN	NaN	NaN	0.0	NaN	0.0	NaN	NaN	NaN	NaN	0.0	NaN	NaN	NaN	0.0	NaN	0.0	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0.0	0.0	NaN	0.0	0.0	0.0	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0.0	NaN	0.0	NaN	NaN	NaN	NaN	NaN	NaN	0.0	NaN	0.0	0.0	0.0	NaN	NaN
PWY-1042: glycolysis IV	2.252322258272603	4.397691354644726	2.753251117776217	2.349591274531738	3.0816733297766765	4.438659816732154	3.79829659769804	3.8666715127514677	3.1359136840947825	2.7105330982471543	2.5240137702864875	2.8474048223394504	2.8111789513991314	2.981388294280081	5.398827804568055	2.4503740860998082	20.664216852410174	4.076237828886804	0.0	2.303611708137886	2.9238515859018444	2.932776263412721	3.1646366898839937	4.139634133180959	Inf	2.692072210069035	0.0	3.8343212290532604	2.5669275354921064	2.0419253292068	7.795391573032399	2.4735269823707076	6.734214890274988	1.6665052045704145	2.428885546106535	2.723352005260316	2.5605264462937694	3.8807589105750737	3.758838053715347	3.0030758193641813	3.8268120839581403	2.692861752883905	3.272006190406228	NaN	2.280087480768866	2.4192120477892174	4.576867987685055	3.3866815752910444	4.667897038597715	3.0491776843616125	7.524656953831783	4.028563550395208	2.568707854218086	2.099415341118268	2.6103580923334246	2.9784356992435828	2.8395247077886308	2.068661858622705	2.0338807819243256	3.1552484757503434	2.654267688652441	3.1124170163886395	3.7137886276372463	1.7828255194991665	2.6928430190494077	6.5187489350127095	34.570020802982086	1.4592272978068348	6.257175925136303	3.110519885533423	3.44405347040983	5.080848232730936	2.633159409237238	166.50753289439135
PWY-1269: CMP-3-deoxy-D-manno-octulosonate biosynthesis	0.4631142269856102	0.0	0.0	0.0	0.1793865270200569	0.5130619321991078	0.7113223266534962	0.0	0.2008001260479061	0.20225939721477348	0.22312226363043172	0.764651119708768	0.10754214790988013	1.1059875149988483	3.1122937373944612	0.8720803606529772	0.0	0.0	0.0	0.3108865136793273	0.4364539911435894	0.2971805628411604	0.5191624048491207	0.0	NaN	0.4024507215052294	0.0	0.48409537178812834	0.835254194601209	0.8012161721260354	0.0	0.0	0.0	0.0	0.0	0.9555709069808566	0.577264999598835	0.5046940334383573	0.0	0.3510431319101659	0.2980801457160937	0.0	0.5596240742939038	NaN	0.3359998207488048	0.15963505899592673	1.2742059091047866	0.0	2.909080531620612	0.7504843661005204	0.0	0.6622560905572319	0.8806868986351558	2.8762360658154225	1.4476477655412399	0.5131607540373788	0.14801303893411746	0.3655235580038802	3.3450268884231713	0.4177460094565675	0.3968299886011763	1.3699626250603745	0.40205653081205456	0.12900483385151165	0.5358312037903821	0.0	0.0	0.1185273005808834	0.0	0.4043382235120687	0.8570098316806053	0.0	0.38410106553622564	0.0
PWY-1541: superpathway of taurine degradation	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0.0	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
PWY-1861: formaldehyde assimilation II (assimilatory RuMP Cycle)	NaN	0.0	NaN	NaN	NaN	NaN	0.0	0.0	0.0	0.0	NaN	NaN	NaN	NaN	0.0	0.0	0.0	0.0	NaN	NaN	0.0	NaN	NaN	0.0	NaN	0.0	NaN	0.0	0.10230803831651972	NaN	NaN	NaN	0.0	NaN	0.0	0.0	NaN	NaN	0.0	0.0	0.0	0.0	0.0	NaN	NaN	NaN	0.0	0.0	0.0	0.0	0.0	NaN	0.0	NaN	0.0	0.0	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0.0	0.0	0.0	2.222866468956028	NaN	0.0	0.0	0.0
PWY-2201: folate transformations I	Inf	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
PWY-241: C4 photosynthetic carbon assimilation cycle, NADP-ME type	NaN	0.0	0.0	0.0	NaN	0.4188929890467861	0.0	NaN	0.0	0.0	NaN	NaN	NaN	0.0	0.0	0.0	0.0	0.0	NaN	NaN	0.0	0.0	0.0	0.0	NaN	NaN	NaN	NaN	0.4584845168303528	NaN	0.0	NaN	0.0	NaN	0.0	NaN	NaN	NaN	NaN	0.0	NaN	NaN	0.0	NaN	0.0	0.0	1.0757347700207769	NaN	0.0	0.0	0.0	NaN	0.0	NaN	0.0	NaN	NaN	3.4308137881062386	0.0	NaN	0.0	NaN	NaN	NaN	NaN	NaN	NaN	0.39893043984040083	0.0	0.0	NaN	0.0	NaN	0.0
PWY-2723: trehalose degradation V	0.0	0.0	NaN	0.0	NaN	0.4982755969642767	0.0	NaN	0.0	0.0	NaN	NaN	NaN	0.0	0.0	0.0	0.0	0.0	0.0	NaN	0.0	0.0	NaN	0.0	NaN	NaN	NaN	NaN	0.6898083021394361	Inf	NaN	NaN	0.0	NaN	0.0	NaN	0.0	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0.0	0.0	0.0	0.0	0.0	0.0	NaN	0.0	NaN	0.0	NaN	Inf	0.0	0.0	NaN	0.0	NaN	NaN	0.0	NaN	0.0	0.0	0.0	0.0	0.0	0.0	0.0	NaN	NaN
PWY-2941: L-lysine biosynthesis II	0.0	0.0	0.0	0.9170471911323913	0.0	0.3470668016714443	3.943811165978543	0.608891430912888	0.0	0.16592170511449122	0.7681703801801141	0.0	0.48727743756549696	1.0291129013035274	0.0	0.8272951845597631	0.0	0.0	0.0	0.0	0.4614131990116616	0.0	0.0	3.3125328946004897	NaN	0.0	NaN	0.0	0.23354662023264625	0.8077491660311847	0.0	0.0	0.0	0.7431889559781444	0.0	0.3223591255106499	0.6580816639527427	0.0	0.0	0.0	0.0	0.0	1.0867478752727182	NaN	0.0	0.24884619217146847	0.0	0.0	0.7856110463811533	0.3493125065321705	0.0	0.0	0.0	0.3583965829914464	0.0	1.0692612040945695	0.11693786500716426	0.22926105653449189	1.1380643893847442	0.2917311174974739	0.2886872548211894	0.0	0.0	0.22982179161087193	0.40597911239497814	0.0	0.0	2.350315431012386	0.0	0.37713003567743464	1.111202554308509	1.442871459583321	0.0	0.0
PWY-2942: L-lysine biosynthesis III	1.0654205202425515	0.8149244876623868	1.3841725242634424	1.0175782694218816	1.0121415591609066	1.1251081133702465	1.013264488729432	1.2472518026297532	0.9447923658810717	0.8247360293580596	0.6247930214753862	1.010591799233272	1.1645725269226044	1.2983143796529808	1.1891260034001905	0.7856450154004935	0.0	1.06921798004569	0.0	0.8822776444975367	0.9793246168485444	1.3421304165346215	1.204325811878162	1.284267259733006	Inf	0.9176829198488656	0.0	0.9329075599249261	0.7443050317449428	0.8465904942581894	1.4687449982365268	0.8730891346628403	1.2726894431693754	0.45256019918245516	1.152186363420098	0.9844136585107315	1.1664061438544688	0.7897995026258141	1.0171559911953931	1.8120552215272996	1.0685994678294477	1.2097936992941603	1.337420949550196	NaN	0.8591251382775599	0.687973296446704	1.4923828305127953	1.2569672965521794	1.4053532378028195	1.1239147082195042	1.9719716011531367	0.4519014705112639	0.8799556854685916	0.6916930508014342	1.140817808481557	1.102496287598542	0.8565203398345532	0.6023391284646102	1.2012677162369159	1.6188056424866217	0.6722029098356955	1.422743923401189	0.5790528488195055	0.6910381545870459	0.9294538723682465	2.133669775831189	0.0	1.1935102017306929	1.1003351501792489	0.9271367155801696	0.9945178406002544	1.487425320033932	0.7051258991164027	0.0
PWY-3001: superpathway of L-isoleucine biosynthesis I	0.709015177198422	0.0	0.22727261880979635	0.5825767781117372	0.8119765111246401	0.4815247769197309	0.45264258650722555	0.0	0.827734606888828	0.5832179992781789	0.4887213287845789	0.0	0.6515790173891333	0.6480067683521108	0.6482875670861056	0.5917326344563689	0.0	0.5592862426659505	0.0	1.1740685855445416	0.5806816631239103	0.4726529305236423	0.0	0.0	NaN	0.46233683904584166	NaN	0.22694211295717562	0.5558672796706275	0.7034170037920535	0.0	0.9524577247582657	0.0	0.8436910322565284	0.5033362041593723	0.0	0.17377792403823583	0.4894025620442118	0.6398726986620927	0.0	0.5180848642991325	0.0	0.0	NaN	0.417084593657559	1.1266467918721534	0.0	0.9513791938013736	0.0	1.0906047411861484	0.8700287297676013	0.0	0.42599617068704815	0.6976054687990374	0.7901747752185379	0.6222284574560806	1.1750547799840814	0.36353110039618	0.7193926352917233	0.6600063238051408	0.29717966244353655	0.16251000400594987	0.35643814216794195	0.587757398522847	0.9999473304364984	0.0	0.0	1.2425784160180287	0.0	0.5208770915817856	0.47143110650526665	0.3938054980975044	0.8411831761547169	0.0
PWY-3781: aerobic respiration I (cytochrome c)	Inf	NaN	Inf	NaN	NaN	NaN	NaN	Inf	NaN	NaN	NaN	Inf	NaN	Inf	Inf	NaN	NaN	NaN	NaN	Inf	Inf	Inf	Inf	Inf	NaN	NaN	NaN	NaN	NaN	Inf	NaN	Inf	NaN	NaN	NaN	Inf	NaN	NaN	Inf	NaN	NaN	NaN	NaN	NaN	31.030053397987167	NaN	NaN	NaN	NaN	NaN	NaN	Inf	Inf	Inf	NaN	NaN	NaN	Inf	Inf	Inf	Inf	NaN	NaN	NaN	Inf	NaN	NaN	Inf	NaN	NaN	Inf	NaN	NaN	0.0
PWY-3841: folate transformations II (plants)	1.201842667927593	2.785397747108218	1.6969125407654069	1.4424044532293927	1.6147399263152669	1.9845242085619177	2.5275264335819103	2.3172081424013924	1.162507683522957	0.8373977781262362	1.1021018021728386	1.0888991986119574	1.2852147351086707	1.3905916332929906	1.5575449951357607	1.604018670212516	0.0	1.2346588148590467	0.0	1.1386686371468346	1.353412076719244	1.2197596560126678	2.5533128920421184	2.1177337022740064	Inf	1.4072432687405123	NaN	1.0793981465315188	1.5689692684154406	1.6121709646149545	0.0	0.9674728560261275	1.1639768180401182	0.849534997438698	1.8479001156413692	1.5570670849641939	1.6735502396334314	0.8575249350505201	1.2904134998291572	2.10245780157505	2.954814103010201	1.9074041371082906	3.076741242342229	NaN	1.613520638833352	1.0335097146077614	1.5912444470140241	1.7176167118623007	2.8552559564005886	1.125116774937765	1.9808130377546507	0.0	2.5408249793970064	1.2576603939682094	1.520495805269384	1.4949857937777653	1.1378015321158566	1.179881467601662	1.0142988079846074	1.9779213989817943	1.5154320309143416	1.520259859532012	1.4239055552294075	1.3499826463973457	1.3710494443403847	3.632857891475659	0.0	0.8442368227178173	0.0	1.2773854770061408	1.6210308799340911	1.9385720153947186	1.3465963404022527	0.0
PWY-4041: &gamma;-glutamyl cycle	0.0	0.0	0.0	0.0	0.0	0.6790059806594516	0.0	0.0	0.0	0.0	Inf	0.0	NaN	0.7922404112712101	0.0	0.0	0.0	0.0	0.0	NaN	0.0	0.0	NaN	1.1022863854277782	NaN	NaN	0.0	NaN	0.512483010596317	0.23799751456353643	0.0	NaN	2.399490774633317	0.0	2.3101332482178236	6.128786858245223	NaN	0.0	NaN	NaN	0.0	0.0	0.0	NaN	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.261437730497378	0.0	0.0	0.0	0.0	1.3475480396668287	0.0	0.0	0.0	0.0	0.0	NaN	NaN	0.0	0.0	0.913260215423794	0.0	0.0	2.931726652084896	0.0	0.0	0.0
PWY-4242	0.9240563918400523	0.1702790135832687	0.8469733542362132	0.7258205350518032	0.0	0.5444330345186065	1.0561385921895838	0.6629341298053502	0.8197923977696485	0.9957387393662728	1.219584999294729	0.37008476441157395	0.9577747018042295	1.0016559993379286	1.3837010401300358	0.8212794821108849	0.0	0.42706411554084855	0.0	0.9775062474858335	0.7887499778137295	0.7894893599121581	0.0	0.766226967875088	Inf	0.7938454075356335	0.0	0.7724248606548153	0.9040661357570016	0.6541116840042634	0.0	0.6892610022772092	0.0	0.4089541265699359	2.212030546175825	0.873241568183893	0.7486505168513932	0.41532812774280775	0.9033508252927857	0.0	1.0746621101004417	0.690292424991773	0.0	NaN	0.3187260791158032	0.7191055133134783	0.0	0.5157030678564788	0.0	0.8430673602358634	0.8780487421484435	0.0	0.5845009066940182	1.1326477736689988	1.4879057305911885	1.0900106066404212	0.6381190979278223	0.6069139073431424	0.773225730446623	0.8474992272974508	0.7787671349612395	0.6636746629581213	0.6761246684905037	0.9391992244608685	0.8548146649406285	0.0	0.0	0.572669986542572	0.0	0.6567354747269113	0.6790478579045147	1.042458666461479	0.5547534236262818	0.0
PWY-4321: L-glutamate degradation IV	NaN	NaN	NaN	NaN	NaN	0.0	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0.0	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0.0	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
PWY-4702: phytate degradation I	NaN	0.0	NaN	NaN	NaN	0.0	0.0	NaN	0.0	NaN	NaN	NaN	NaN	0.0	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0.0	NaN	NaN	NaN	NaN	0.06852024552638486	NaN	NaN	NaN	0.0	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0.0	NaN	NaN	NaN	0.0	NaN	0.0	NaN	NaN	NaN	NaN	0.0	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0.0	0.0	NaN	0.0	NaN	NaN
PWY-4722: creatinine degradation II	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0.0	NaN	0.0	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
PWY-4981: L-proline biosynthesis II (from arginine)	21.98437116377574	1.7271171344230547	2.4787163829281535	0.0	Inf	3.563385865353481	NaN	3.2212286774097647	0.0	6.499318212804587	Inf	0.0	9.116286162205894	1.8698751506345352	0.0	20.557318087749145	NaN	0.0	0.0	Inf	4.587174526353248	5.611973862800133	0.0	0.0	NaN	13.377635646371687	NaN	Inf	3.0132380657352833	5.666120171303616	0.0	NaN	0.0	2.4844105249511275	2.336439600521641	0.0	9.608588682888497	Inf	0.0	0.0	0.0	0.0	0.0	NaN	NaN	3.1330577626812612	4.452776772734279	0.0	0.0	0.0	0.291621311432846	0.0	1.6861313522075985	4.293853199393577	16.062836173992654	0.0	0.0	3.617291023628616	1.836466921100307	0.0	4.253010061629031	0.0	15.747715349304606	8.198212213084787	Inf	0.0	NaN	Inf	0.0	0.0	0.0	0.0	4.651593283985917	0.0
PWY-4984: urea cycle	0.6718110014344427	0.0	0.5412918138226684	0.5052204155950559	0.0	NaN	0.0	0.0	0.7257182853514038	0.501396719439218	0.0	1.0628842459083052	0.6163681784609014	1.208683029046191	0.0	0.28201726095525337	0.0	0.0	0.0	2.009712852249408	0.8017386714116609	0.6391342359528375	0.0	0.9318876659766246	NaN	0.11649886056140785	NaN	0.6749259380321069	0.0	0.8295862522268306	0.0	0.8875135145106464	0.7410108273928278	0.0	0.0	0.5409565485750393	0.1756464474848926	1.1007826171652861	0.13655563679234725	0.0	0.0	0.0	0.0	NaN	0.28128318025695426	0.29632877768363414	0.9953984835830201	0.4789247676528475	0.0	0.26366076010278433	0.0	0.0	0.3544224560861604	1.0706976421842689	0.5295472079624961	0.7567937005637099	1.1092187313402595	0.5311881317700475	1.3244037669832869	0.0	0.3896826540028397	1.0296816772319477	0.9954912246460136	0.5009308796587955	0.4959555312468721	0.0	0.0	0.49575463204378745	0.0	1.2420515041867977	1.5432870588077454	0.5182431400917313	0.0	0.0
PWY-5005: biotin biosynthesis II	NaN	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	NaN	0.0	0.0	NaN	NaN	0.0	NaN	0.0	NaN	NaN	0.0	0.0	NaN	0.0	NaN	NaN	NaN	0.0	NaN	0.0	0.0	0.0	0.0	0.0	0.0	NaN	NaN	0.0	0.0	NaN	0.0	0.0	NaN	NaN	0.0	NaN	0.0	0.0	0.0	0.0	0.0	0.0	NaN	NaN	0.0	0.0	0.0	0.0	0.0	0.0	NaN	0.0	0.0	0.0	NaN	0.0	0.0	1.9167445941920513	0.0	NaN	NaN	0.0	NaN	NaN
PWY-5022: 4-aminobutanoate degradation V	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	NaN	NaN	NaN	0.0	0.0	0.0	NaN	NaN	0.0	NaN	0.0	0.0	NaN	0.0	NaN	0.0	NaN	NaN	0.0	0.0	NaN	NaN	0.0	0.0	0.0	NaN	0.0	NaN	0.0	NaN	0.0	0.0	0.0	NaN	NaN	NaN	0.0	0.0	0.0	NaN	0.0	0.0	0.0	0.0	0.0	NaN	NaN	0.0	0.0	NaN	NaN	NaN	NaN	0.0	NaN	NaN	NaN	NaN	0.0	0.0	0.0	0.0	NaN	NaN
PWY-5028: L-histidine degradation II	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0.0	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
PWY-5030: L-histidine degradation III	1.6094773396949846	7.184553717055084	3.398801462970234	1.9543955438014977	2.7447828077236758	0.4165036467770082	3.6753715341914392	2.4534118536802523	1.0675918988510928	1.6171731348614042	0.36078156283032037	3.8597751153634836	2.556337718873392	2.190967688168804	6.691941327101774	2.0392237451548305	0.0	2.8116123224557623	0.0	0.6031030793671063	1.9327564698809998	1.2293236999480721	0.0	10.964723957055371	NaN	2.2683416603453352	NaN	0.28784231665414667	0.41824565914894946	1.6314883877048687	9.876653360966069	0.24559870385201787	0.0	0.6809483341532202	NaN	0.9244475773859083	1.6598323330231	0.0	1.307210680377833	3.324843384772825	2.629238286773696	3.3176345977701027	4.27783216009909	NaN	0.5601257666641265	0.5839821747296368	1.8218663613196238	0.8607453501382143	4.180625177580071	0.6290121940216806	4.5376782033304695	2.3074712918032976	4.576264932645022	1.8227090422064094	2.1603382353049687	2.8103868058454067	0.0	1.5930171285449788	5.183731815643996	1.3578459403898897	2.8569549784021766	2.237441526069161	1.1967496188530582	2.248228788766558	1.258563462351579	3.5954218167668097	12.194929377982273	0.0	17.947388893617006	0.0	2.188775134112723	3.527717569586639	2.156695316995283	0.0
PWY-5083: NAD(P)/NADPH interconversion	NaN	0.0	NaN	NaN	NaN	0.6860202221913527	0.0	NaN	0.0	NaN	NaN	NaN	NaN	Inf	NaN	NaN	NaN	NaN	NaN	NaN	Inf	NaN	NaN	0.0	NaN	NaN	NaN	NaN	0.7294178819796046	Inf	NaN	NaN	0.0	NaN	NaN	Inf	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0.0	NaN	0.0	NaN	0.0	NaN	0.0	NaN	NaN	NaN	NaN	NaN	NaN	3.2222780117902374	NaN	NaN	Inf	NaN	NaN	NaN	NaN	NaN	NaN	Inf	0.0	0.0	NaN	0.0	NaN	0.0
