# Pathway	CSM67UGO_Abundance	CSM79HI3_Abundance	CSM79HP4_Abundance	ESM5ME9U_Abundance	HSM67VD2_Abundance	HSM6XRVK_Abundance	HSMA33OT_Abundance	MSM6J2RS_Abundance	MSM9VZMI_Abundance	PSM7J154_Abundance	PSM7J182_Abundance	PSMA264U_Abundance
FASYN-INITIAL-PWY: superpathway of fatty acid biosynthesis initiation (E. coli)|g__Bacteroides.s__Bacteroides_ovatus	0	0	0	0	0	0.000546736	0.000188512	0	0	0	0	0.000267202
FASYN-INITIAL-PWY: superpathway of fatty acid biosynthesis initiation (E. coli)|g__Bacteroides.s__Bacteroides_thetaiotaomicron	0	0	0.00022151	0	0	0	0	0	0.000207621	0	0	0
FASYN-INITIAL-PWY: superpathway of fatty acid biosynthesis initiation (E. coli)|g__Bacteroides.s__Bacteroides_uniformis	0.00154015	0	0	0	0	0	0.000442799	0	0	0	0	3.81216e-05
FASYN-INITIAL-PWY: superpathway of fatty acid biosynthesis initiation (E. coli)|g__Bacteroides.s__Bacteroides_vulgatus	0.000524643	0	0.000562913	0	0	0	0.00667959	0	0.00224334	0	0	0.00140282
FASYN-INITIAL-PWY: superpathway of fatty acid biosynthesis initiation (E. coli)|g__Bacteroides.s__Bacteroides_xylanisolvens	0	0	0	0	0	0.000636446	0.000214547	0	0.000138617	0	0	0
FASYN-INITIAL-PWY: superpathway of fatty acid biosynthesis initiation (E. coli)|g__Parabacteroides.s__Parabacteroides_distasonis	0	0	0	0	0	0	0.000878351	0	0	0	0	0
FASYN-INITIAL-PWY: superpathway of fatty acid biosynthesis initiation (E. coli)|g__Parabacteroides.s__Parabacteroides_merdae	0	0	0	0	0	0	0.000140344	0	0	0	0	0
FASYN-INITIAL-PWY: superpathway of fatty acid biosynthesis initiation (E. coli)|g__Parasutterella.s__Parasutterella_excrementihominis	0	0	0	0	0	0	0.000886416	0	0	0	0	0
FASYN-INITIAL-PWY: superpathway of fatty acid biosynthesis initiation (E. coli)|g__Proteobacteria_unclassified.s__Proteobacteria_bacterium_CAG_139	0	0	0	0	0	0	0.000811052	0	0	0	0	0
FASYN-INITIAL-PWY: superpathway of fatty acid biosynthesis initiation (E. coli)|g__Veillonella.s__Veillonella_parvula	0	0.000681212	0	0	0	0	0	0	0	0	0	0
FERMENTATION-PWY: mixed acid fermentation|unclassified	0	0	0	0	0	0	0.000388421	0	0	0	0.000507193	0
GALACTUROCAT-PWY: D-galacturonate degradation I|g__Faecalibacterium.s__Faecalibacterium_prausnitzii	0	0	0	0	0	0.0179534	0	0	0	0	0.00625599	0.00547046
GLCMANNANAUT-PWY: superpathway of N-acetylglucosamine, N-acetylmannosamine and N-acetylneuraminate degradation|g__Faecalibacterium.s__Faecalibacterium_prausnitzii	0	0	0	0	0	0.00376466	0	0	0	0	0	0.00156092
GLCMANNANAUT-PWY: superpathway of N-acetylglucosamine, N-acetylmannosamine and N-acetylneuraminate degradation|g__Fusobacterium.s__Fusobacterium_nucleatum	0	0.000979605	0	0	0	0	0	0	0	0	0	0
GLCMANNANAUT-PWY: superpathway of N-acetylglucosamine, N-acetylmannosamine and N-acetylneuraminate degradation|unclassified	0	0.0016052	0	0	0	0.000266217	0	0	0	0	0	0
GLUCONEO-PWY: gluconeogenesis I|g__Bacteroides.s__Bacteroides_cellulosilyticus	0	0	0.000226989	0	0	0	0	0	0.00215225	0	0	0
GLUCONEO-PWY: gluconeogenesis I|g__Bacteroides.s__Bacteroides_fragilis	0	0	6.17543e-05	0	0.000172524	0	0	0	0	0	0	0
GLUCONEO-PWY: gluconeogenesis I|g__Escherichia.s__Escherichia_coli	0	0	0	0	0	0	0	0	0	0	0.00369555	0
GLUCONEO-PWY: gluconeogenesis I|g__Haemophilus.s__Haemophilus_parainfluenzae	0	0	0	0	0	0	0	0	0	0	0	0.000216721
GLUCONEO-PWY: gluconeogenesis I|g__Haemophilus.s__Haemophilus_sp_HMSC71H05	0	0	0	0	0	0	0	0	0	0	0	0.000200637
GLUCONEO-PWY: gluconeogenesis I|unclassified	0	0	0	0	0	0	0.000813995	0	0	0	0.00166129	0
GLUCOSE1PMETAB-PWY: glucose and glucose-1-phosphate degradation|unclassified	0	0.000544261	0	0	0	0	0	0	0	0	0	0
GLUCUROCAT-PWY: superpathway of &beta;-D-glucuronosides degradation|g__Faecalibacterium.s__Faecalibacterium_prausnitzii	0	0	0	0	0	0.00407506	0	0	0	0	0	0
GLUTORN-PWY: L-ornithine biosynthesis I|g__Alistipes.s__Alistipes_finegoldii	0	0	0.000781689	0	0	0	0	0	0	0	0	0
GLUTORN-PWY: L-ornithine biosynthesis I|g__Faecalibacterium.s__Faecalibacterium_prausnitzii	0	0	0	0	0	0	0	0	0	0	0	0.000385886
GLUTORN-PWY: L-ornithine biosynthesis I|g__Lachnoclostridium.s__Clostridium_clostridioforme	0	0.00103776	0	0	0	0	0	0	0	0	0	0
GLUTORN-PWY: L-ornithine biosynthesis I|g__Roseburia.s__Roseburia_intestinalis	0	0	0.000533956	0	0	0	0	0	0	0	0	0
GLYCOCAT-PWY: glycogen degradation I|unclassified	0	0.000747994	0	0	0	0	0	0	0	0	0	0
GLYCOGENSYNTH-PWY: glycogen biosynthesis I (from ADP-D-Glucose)|g__Anaerostipes.s__Anaerostipes_hadrus	0	0	0	0	0	0.000255919	0	0	0	0	0	0
GLYCOGENSYNTH-PWY: glycogen biosynthesis I (from ADP-D-Glucose)|g__Escherichia.s__Escherichia_coli	0	0.000860752	0	0	0	0	0	0	0	0	0	0
GLYCOGENSYNTH-PWY: glycogen biosynthesis I (from ADP-D-Glucose)|g__Faecalibacterium.s__Faecalibacterium_prausnitzii	0	0	0	0	0	0.0129669	0.000187466	0	0	0	0	0.00403387
GLYCOGENSYNTH-PWY: glycogen biosynthesis I (from ADP-D-Glucose)|g__Flavonifractor.s__Flavonifractor_plautii	0.00321452	0	0	0	0	0	0	0	0	0	0	0
GLYCOGENSYNTH-PWY: glycogen biosynthesis I (from ADP-D-Glucose)|g__Fusobacterium.s__Fusobacterium_nucleatum	0	0.00226602	0	0	0	0	0	0	0	0	0	0
GLYCOGENSYNTH-PWY: glycogen biosynthesis I (from ADP-D-Glucose)|g__Lachnoclostridium.s__Clostridium_clostridioforme	0	0.0050943	0	0	0	0	0	0	0	0	0	0
GLYCOGENSYNTH-PWY: glycogen biosynthesis I (from ADP-D-Glucose)|g__Roseburia.s__Roseburia_intestinalis	0	0	0.0026384	0	0	0.00160085	0	0	0	0	0.012446	0
GLYCOGENSYNTH-PWY: glycogen biosynthesis I (from ADP-D-Glucose)|g__Roseburia.s__Roseburia_inulinivorans	0	0	0	0	0	0.000301829	0	0	0	0	0	0.000275705
GLYCOGENSYNTH-PWY: glycogen biosynthesis I (from ADP-D-Glucose)|unclassified	0	0.00252656	0	0	0	0	0.00125112	0	0.0013927	0	0	0
GLYCOLYSIS: glycolysis I (from glucose 6-phosphate)|g__Bacteroides.s__Bacteroides_cellulosilyticus	0	0	0	0	0	0	0	0	0.0023394	0	0	0
GLYCOLYSIS: glycolysis I (from glucose 6-phosphate)|unclassified	0	0	0	0	0	0	0.00103048	0	0	0	0.00269378	0
GLYOXYLATE-BYPASS: glyoxylate cycle|g__Escherichia.s__Escherichia_coli	0	0	0	0	0	0	0	0	0.00676942	0	0	0
GLYOXYLATE-BYPASS: glyoxylate cycle|unclassified	0	0	0	0	0	0	0	0	0.000385294	0	0	0
HEMESYN2-PWY: heme b biosynthesis II (oxygen-independent)|g__Parasutterella.s__Parasutterella_excrementihominis	0	0	0	0	0	0	0.000166375	0	0	0	0	0
HEMESYN2-PWY: heme b biosynthesis II (oxygen-independent)|g__Proteobacteria_unclassified.s__Proteobacteria_bacterium_CAG_139	0	0	0	0	0	0	0.000250234	0	0	0	0	0
HISDEG-PWY: L-histidine degradation I|g__Alistipes.s__Alistipes_finegoldii	0.0164656	0	0.00914734	0	0.0170513	0.000541045	0	0	0	0	0	0
HISDEG-PWY: L-histidine degradation I|g__Alistipes.s__Alistipes_putredinis	0.00146559	0	0.00320187	0	0	0	0.000963386	0	0.00178885	0	0	0
HISDEG-PWY: L-histidine degradation I|g__Alistipes.s__Alistipes_shahii	0	0	0	0	0	0	0.00027604	0	0	0	0	0
HISDEG-PWY: L-histidine degradation I|g__Bacteroides.s__Bacteroides_cellulosilyticus	0	0	0	0	0	0	0	0	0.0031284	0	0	0
HISDEG-PWY: L-histidine degradation I|g__Bacteroides.s__Bacteroides_eggerthii	0	0	0	0	0	0	0.000567933	0	0	0	0	0
HISDEG-PWY: L-histidine degradation I|g__Bacteroides.s__Bacteroides_fragilis	0	0	6.17469e-05	0	0.000639804	0	0	0	0	0	0	0
HISDEG-PWY: L-histidine degradation I|g__Bacteroides.s__Bacteroides_massiliensis	0	0	0.00121126	0	0	0.00321566	0	0	0	0	0	0.000837164
HISDEG-PWY: L-histidine degradation I|g__Bacteroides.s__Bacteroides_ovatus	0	0	0	0.00557511	0	0.000303861	0	0	0	0	0	0
HISDEG-PWY: L-histidine degradation I|g__Bacteroides.s__Bacteroides_stercoris	0.00172761	0	0	0	0.00128039	0.000460616	0.00196437	0	0	0.00418456	0	0.000178256
HISDEG-PWY: L-histidine degradation I|g__Bacteroides.s__Bacteroides_thetaiotaomicron	0	0	0.000589076	0	0.00058665	0	0	0	0.00119572	0	0	0
HISDEG-PWY: L-histidine degradation I|g__Bacteroides.s__Bacteroides_uniformis	0.00987934	0	0	0	0.00547417	0	0.00187203	0	0.000977985	0.0033013	0	0.000587693
HISDEG-PWY: L-histidine degradation I|g__Bacteroides.s__Bacteroides_vulgatus	0	0	0.00035417	0	0	0	0.001059	0	0.00372813	0	0	0.000254908
HISDEG-PWY: L-histidine degradation I|g__Bacteroides.s__Bacteroides_xylanisolvens	0	0	0	0	0.000967909	0.000461315	0	0	0	0	0	0
HISDEG-PWY: L-histidine degradation I|g__Blautia.s__Blautia_hansenii	0	0.000626675	0	0	0	0	0	0	0	0	0	0
HISDEG-PWY: L-histidine degradation I|g__Fusobacterium.s__Fusobacterium_nucleatum	0	0.00262131	0	0	0	0	0	0	0	0	0	0
HISDEG-PWY: L-histidine degradation I|g__Parabacteroides.s__Parabacteroides_distasonis	0	0	0	0	0	0	0.000255351	0	0	0	0	0
HISDEG-PWY: L-histidine degradation I|unclassified	0	0	0.00389234	0	0	0	0.000550435	0	0	0	0	0
HISTSYN-PWY: L-histidine biosynthesis|g__Bacteroides.s__Bacteroides_caccae	0	0	5.45225e-05	0	0	0	0	0	0	0	0	0
HISTSYN-PWY: L-histidine biosynthesis|g__Bacteroides.s__Bacteroides_cellulosilyticus	0	0	0.000111611	0	0	0	0	0	0.000891317	0	0	0
HISTSYN-PWY: L-histidine biosynthesis|g__Bacteroides.s__Bacteroides_massiliensis	0	0	0	0	0	0.00065239	0	0	0	0	0	0.00028736
HISTSYN-PWY: L-histidine biosynthesis|g__Bacteroides.s__Bacteroides_ovatus	0	0	0	0	0	0.00140274	0	0	0	0	0	7.58873e-05
HISTSYN-PWY: L-histidine biosynthesis|g__Bacteroides.s__Bacteroides_stercoris	0	0	0	0	0	0	0.000383637	0	0	0	0	0
HISTSYN-PWY: L-histidine biosynthesis|g__Bacteroides.s__Bacteroides_thetaiotaomicron	0	0	0.000166338	0	0	0	0	0	0	0	0	0
HISTSYN-PWY: L-histidine biosynthesis|g__Bacteroides.s__Bacteroides_uniformis	0	0	0	0	0	0	0	0	0	0	0	0.000105162
HISTSYN-PWY: L-histidine biosynthesis|g__Bacteroides.s__Bacteroides_vulgatus	0	0	0.00077417	0	0	0	0.00208261	0	0	0	0	0.000364276
HISTSYN-PWY: L-histidine biosynthesis|g__Bacteroides.s__Bacteroides_xylanisolvens	0	0	0	0	0	0.000535685	0	0	0	0	0	0
HISTSYN-PWY: L-histidine biosynthesis|g__Faecalibacterium.s__Faecalibacterium_prausnitzii	0	0	0	0	0	0.00127902	0	0	0	0	0	0
HISTSYN-PWY: L-histidine biosynthesis|g__Lachnoclostridium.s__Clostridium_clostridioforme	0	0.00103278	0	0	0	0	0	0	0	0	0	0
HISTSYN-PWY: L-histidine biosynthesis|g__Parasutterella.s__Parasutterella_excrementihominis	0	0	0	0	0	0	0.000395226	0	0	0	0	0
HISTSYN-PWY: L-histidine biosynthesis|g__Proteobacteria_unclassified.s__Proteobacteria_bacterium_CAG_139	0	0	0	0	0	0	0.0001692	0	0	0	0	0
HSERMETANA-PWY: L-methionine biosynthesis III|g__Akkermansia.s__Akkermansia_muciniphila	0	0	0	0	0.00113255	0	0	0	0	0	0	0
HSERMETANA-PWY: L-methionine biosynthesis III|g__Bacteroides.s__Bacteroides_fragilis	0	0	0	0	0.000425736	0	0	0	0	0	0	0
HSERMETANA-PWY: L-methionine biosynthesis III|g__Roseburia.s__Roseburia_intestinalis	0	0	0.000611671	0	0	0.000878041	0	0	0	0	0.00115552	0
ILEUSYN-PWY: L-isoleucine biosynthesis I (from threonine)|g__Akkermansia.s__Akkermansia_muciniphila	0	0	0.00112684	0	0.00453969	0	0	0	0	0	0	0
ILEUSYN-PWY: L-isoleucine biosynthesis I (from threonine)|g__Bacteroides.s__Bacteroides_caccae	0.0046598	0	0.000367823	0	0	0	7.85122e-05	0	0	0	0	0.000405907
ILEUSYN-PWY: L-isoleucine biosynthesis I (from threonine)|g__Bacteroides.s__Bacteroides_cellulosilyticus	0	0	0.000772374	0	0	0	0	0	0.00235319	0	0	0
ILEUSYN-PWY: L-isoleucine biosynthesis I (from threonine)|g__Bacteroides.s__Bacteroides_eggerthii	0	0	0	0	0	0	0.00035886	0	0	0	0	0
ILEUSYN-PWY: L-isoleucine biosynthesis I (from threonine)|g__Bacteroides.s__Bacteroides_finegoldii	0	0	0	0	0	0	0	0	0	0	0	0.000527797
ILEUSYN-PWY: L-isoleucine biosynthesis I (from threonine)|g__Bacteroides.s__Bacteroides_ovatus	0	0	8.93135e-05	0	0	0.0030266	0.000151724	0	0	0	0	0.000286522
ILEUSYN-PWY: L-isoleucine biosynthesis I (from threonine)|g__Bacteroides.s__Bacteroides_stercoris	0.00124727	0	0	0	0.00143867	0.00130083	0.00200124	0	0	0	0	0.000361465
ILEUSYN-PWY: L-isoleucine biosynthesis I (from threonine)|g__Bacteroides.s__Bacteroides_thetaiotaomicron	0	0	0.000456296	0	0	0	0	0	0	0	0	0
ILEUSYN-PWY: L-isoleucine biosynthesis I (from threonine)|g__Bacteroides.s__Bacteroides_uniformis	0.0012468	0	0	0	0.000399859	0	0.000633555	0	0	0	0	0.000518814
ILEUSYN-PWY: L-isoleucine biosynthesis I (from threonine)|g__Bacteroides.s__Bacteroides_xylanisolvens	0	0	0	0	0.00074075	0.00380821	0.000184667	0	0	0	0	0
ILEUSYN-PWY: L-isoleucine biosynthesis I (from threonine)|g__Lachnoclostridium.s__Clostridium_clostridioforme	0	0.0028189	0	0	0	0	0	0	0	0	0	0
ILEUSYN-PWY: L-isoleucine biosynthesis I (from threonine)|g__Lachnospiraceae_unclassified.s__Eubacterium_rectale	0	0	0.00241034	0	0	0	0	0	0	0	0	0.000438062
ILEUSYN-PWY: L-isoleucine biosynthesis I (from threonine)|g__Parabacteroides.s__Parabacteroides_distasonis	0	0	0	0	0	0	0.000335098	0	0	0	0	0.000584769
ILEUSYN-PWY: L-isoleucine biosynthesis I (from threonine)|g__Prevotella.s__Prevotella_copri	0	0	0	0	0	0	0	0.0722778	0	0	0	0.0240307
ILEUSYN-PWY: L-isoleucine biosynthesis I (from threonine)|g__Roseburia.s__Roseburia_hominis	0	0	0	0	0	3.13842e-05	0	0	0	0	0	0.000309429
ILEUSYN-PWY: L-isoleucine biosynthesis I (from threonine)|g__Roseburia.s__Roseburia_intestinalis	0	0	0.00257326	0	0	0.000688723	0	0	0	0	0.00206526	0.000631427
ILEUSYN-PWY: L-isoleucine biosynthesis I (from threonine)|g__Roseburia.s__Roseburia_inulinivorans	0	0	0.000119449	0	0	0.000274394	0	0	0	0	0.00324195	0.000531611
ILEUSYN-PWY: L-isoleucine biosynthesis I (from threonine)|unclassified	0	0	0.00202263	0	0	0	0	0	0	0	0	0
METH-ACETATE-PWY: methanogenesis from acetate|g__Blautia.s__Blautia_wexlerae	0	0	0	0	0	0	0.00163296	0	0	0	0	0
NAGLIPASYN-PWY: lipid IVA biosynthesis (E. coli)|g__Bacteroides.s__Bacteroides_cellulosilyticus	0	0	0	0	0	0	0	0	0.000633533	0	0	0
NAGLIPASYN-PWY: lipid IVA biosynthesis (E. coli)|g__Bacteroides.s__Bacteroides_stercoris	0	0	0	0	0	0	0.000896543	0	0	0	0	0
NAGLIPASYN-PWY: lipid IVA biosynthesis (E. coli)|g__Bacteroides.s__Bacteroides_uniformis	0.00102082	0	0	0	0.00183861	0	0.000213297	0	0	0	0	0
NAGLIPASYN-PWY: lipid IVA biosynthesis (E. coli)|g__Parasutterella.s__Parasutterella_excrementihominis	0	0	0	0	0	0	0.000253614	0	0	0	0	0
NAGLIPASYN-PWY: lipid IVA biosynthesis (E. coli)|g__Proteobacteria_unclassified.s__Proteobacteria_bacterium_CAG_139	0	0	0	0	0	0	0.000603678	0	0	0	0	0
NAGLIPASYN-PWY: lipid IVA biosynthesis (E. coli)|unclassified	0	0	0	0	0	0	0	0	0.00266252	0	0	0
NONMEVIPP-PWY: methylerythritol phosphate pathway I|g__Alistipes.s__Alistipes_finegoldii	0.00426312	0	0.00253885	0	0.00751056	0	0	0	0	0	0	0
NONMEVIPP-PWY: methylerythritol phosphate pathway I|g__Alistipes.s__Alistipes_putredinis	0.00473687	0	0.00118063	0	0	0	0	0	0.00129058	0	0	0
NONMEVIPP-PWY: methylerythritol phosphate pathway I|g__Bacteroides.s__Bacteroides_massiliensis	0	0	0	0	0	0.00123435	0	0	0	0	0	0.000481818
NONMEVIPP-PWY: methylerythritol phosphate pathway I|g__Bacteroides.s__Bacteroides_ovatus	0	0	0	0	0	0.000518608	0	0	0	0	0	0
NONMEVIPP-PWY: methylerythritol phosphate pathway I|g__Bacteroides.s__Bacteroides_stercoris	0	0	0	0	0	0	0.000677306	0	0	0	0	0
NONMEVIPP-PWY: methylerythritol phosphate pathway I|g__Bacteroides.s__Bacteroides_vulgatus	0	0	0.000612464	0	0	0	0.00164314	0	0	0	0	0.000572133
NONMEVIPP-PWY: methylerythritol phosphate pathway I|g__Bacteroides.s__Bacteroides_xylanisolvens	0	0	0	0	0	0.000327348	0	0	0	0	0	0
NONMEVIPP-PWY: methylerythritol phosphate pathway I|g__Flavonifractor.s__Flavonifractor_plautii	0.00285663	0	0	0	0	0	0	0	0	0	0	0
NONMEVIPP-PWY: methylerythritol phosphate pathway I|g__Lachnoclostridium.s__Clostridium_clostridioforme	0	0.0017695	0	0	0	0	0	0	0	0	0	0
NONMEVIPP-PWY: methylerythritol phosphate pathway I|g__Parabacteroides.s__Parabacteroides_distasonis	0	0	0	0	0	0	0.000544363	0	0	0	0	0
NONMEVIPP-PWY: methylerythritol phosphate pathway I|g__Parasutterella.s__Parasutterella_excrementihominis	0	0	0	0	0	0	0.000553381	0	0	0	0	0
NONMEVIPP-PWY: methylerythritol phosphate pathway I|g__Proteobacteria_unclassified.s__Proteobacteria_bacterium_CAG_139	0	0	0	0	0	0	0.000634661	0	0	0	0	0
NONMEVIPP-PWY: methylerythritol phosphate pathway I|g__Roseburia.s__Roseburia_intestinalis	0	0	0	0	0	0.000480237	0	0	0	0	0	0
NONMEVIPP-PWY: methylerythritol phosphate pathway I|unclassified	0	0	0.00146185	0	0	0	0.000776716	0	0	0	0	0
NONOXIPENT-PWY: pentose phosphate pathway (non-oxidative branch) I|g__Bacteroides.s__Bacteroides_xylanisolvens	0	0	0	0	0.000551102	0.00130616	0.000615194	0	0	0	0	0
NONOXIPENT-PWY: pentose phosphate pathway (non-oxidative branch) I|g__Clostridium.s__Clostridium_neonatale	0	0.00272924	0	0	0	0	0	0	0	0	0	0
NONOXIPENT-PWY: pentose phosphate pathway (non-oxidative branch) I|g__Escherichia.s__Escherichia_coli	0	0.00332281	0	0	0	0	0	0	0.00111626	0	0.0108221	0
NONOXIPENT-PWY: pentose phosphate pathway (non-oxidative branch) I|g__Haemophilus.s__Haemophilus_parainfluenzae	0	0	0	0	0	0	0	0	0	0	0	6.01207e-05
NONOXIPENT-PWY: pentose phosphate pathway (non-oxidative branch) I|g__Haemophilus.s__Haemophilus_sp_HMSC71H05	0	0	0	0	0	0	0	0	0	0	0	0.000193735
NONOXIPENT-PWY: pentose phosphate pathway (non-oxidative branch) I|g__Intestinibacter.s__Intestinibacter_bartlettii	0	0.000885777	0	0	0	0	0	0	0	0	0	0
NONOXIPENT-PWY: pentose phosphate pathway (non-oxidative branch) I|g__Lachnoclostridium.s__Clostridium_clostridioforme	0	0.00140981	0	0	0	0	0	0	0	0	0	0
NONOXIPENT-PWY: pentose phosphate pathway (non-oxidative branch) I|g__Lachnospiraceae_unclassified.s__Eubacterium_rectale	0	0	0.00140426	0	0	0	0	0	0	0	0	0
NONOXIPENT-PWY: pentose phosphate pathway (non-oxidative branch) I|g__Morganella.s__Morganella_morganii	0	0.00044142	0	0	0	0	0	0	0	0	0	0
NONOXIPENT-PWY: pentose phosphate pathway (non-oxidative branch) I|g__Parabacteroides.s__Parabacteroides_distasonis	0	0	0	0	0	0	0.00343367	0	0	0	0	0.000446627
NONOXIPENT-PWY: pentose phosphate pathway (non-oxidative branch) I|g__Roseburia.s__Roseburia_intestinalis	0	0	0.000359393	0	0	0.000563294	0	0	0	0	0	0
NONOXIPENT-PWY: pentose phosphate pathway (non-oxidative branch) I|unclassified	0	0.000554375	0	0	0	0	0.000994897	0	0.00467559	0	0	0
P105-PWY: TCA cycle IV (2-oxoglutarate decarboxylase)|g__Escherichia.s__Escherichia_coli	0	0	0	0	0	0	0	0	0.00241967	0	0	0
P161-PWY: acetylene degradation (anaerobic)|g__Escherichia.s__Escherichia_coli	0	0.000476374	0	0	0	0	0	0	0	0	0	0
P161-PWY: acetylene degradation (anaerobic)|unclassified	0	0.000313372	0	0	0	0	0.000334862	0	0	0	0	0
P163-PWY: L-lysine fermentation to acetate and butanoate|g__Fusobacterium.s__Fusobacterium_nucleatum	0	0.012042	0	0	0	0	0	0	0	0	0	0
P164-PWY: purine nucleobases degradation I (anaerobic)|g__Lachnoclostridium.s__Clostridium_clostridioforme	0	0.0121406	0	0	0	0	0	0	0	0	0	0
P164-PWY: purine nucleobases degradation I (anaerobic)|unclassified	0	0	0	0	0	0	0.000390539	0	0	0	0	0
P42-PWY: incomplete reductive TCA cycle|unclassified	0	0	0	0	0	0	0.000311294	0	0	0	0	0
PANTO-PWY: phosphopantothenate biosynthesis I|g__Akkermansia.s__Akkermansia_muciniphila	0	0	0	0	0.0010474	0	0	0	0	0	0	0
PANTO-PWY: phosphopantothenate biosynthesis I|g__Alistipes.s__Alistipes_finegoldii	0.0019507	0	0.00226766	0	0.00187555	0.000299255	0	0	0	0	0	0
PANTO-PWY: phosphopantothenate biosynthesis I|g__Alistipes.s__Alistipes_putredinis	0	0	0.00096857	0	0	0	0.000296227	0	0.000798357	0	0	0
PANTO-PWY: phosphopantothenate biosynthesis I|g__Bacteroides.s__Bacteroides_caccae	0	0	6.16244e-05	0	0	0	0	0	0	0	0	0.000157109
PANTO-PWY: phosphopantothenate biosynthesis I|g__Bacteroides.s__Bacteroides_cellulosilyticus	0	0	0	0	0	0	0	0	0.00232456	0	0	0
PANTO-PWY: phosphopantothenate biosynthesis I|g__Bacteroides.s__Bacteroides_eggerthii	0	0	0	0	0	0	3.67191e-05	0	0	0	0	0
PANTO-PWY: phosphopantothenate biosynthesis I|g__Bacteroides.s__Bacteroides_finegoldii	0	0	0	0	0	0	0	0	0	0	0	0.00013146
PANTO-PWY: phosphopantothenate biosynthesis I|g__Bacteroides.s__Bacteroides_fragilis	0	0	9.73014e-05	0	0	0	0	0	0	0	0	0
PANTO-PWY: phosphopantothenate biosynthesis I|g__Bacteroides.s__Bacteroides_massiliensis	0	0	0.000277711	0	0	0.000710489	0	0	0	0	0	0.000300802
PANTO-PWY: phosphopantothenate biosynthesis I|g__Bacteroides.s__Bacteroides_ovatus	0	0	5.61491e-05	0	0	0.000744495	9.38596e-05	0	0	0	0	0
PANTO-PWY: phosphopantothenate biosynthesis I|g__Bacteroides.s__Bacteroides_stercoris	0	0	0	0	0	0	0.000451718	0	0	0	0	0
PANTO-PWY: phosphopantothenate biosynthesis I|g__Bacteroides.s__Bacteroides_thetaiotaomicron	0	0	0.000117323	0	0	0	0	0	0	0	0	0
PANTO-PWY: phosphopantothenate biosynthesis I|g__Bacteroides.s__Bacteroides_uniformis	0	0	0	0	0	0	0.000368696	0	0	0	0	0.00024378
PANTO-PWY: phosphopantothenate biosynthesis I|g__Bacteroides.s__Bacteroides_vulgatus	0	0	0.000536345	0	0	0	0.000873992	0	0	0	0	0.000537338
PANTO-PWY: phosphopantothenate biosynthesis I|g__Bacteroides.s__Bacteroides_xylanisolvens	0	0	0	0	0	0.00100308	0	0	0	0	0	0
PANTO-PWY: phosphopantothenate biosynthesis I|g__Parabacteroides.s__Parabacteroides_distasonis	0	0	0	0	0	0	0.000266722	0	0	0	0	0
PANTO-PWY: phosphopantothenate biosynthesis I|g__Parasutterella.s__Parasutterella_excrementihominis	0	0	0	0	0	0	0.000807953	0	0	0	0	0
PANTO-PWY: phosphopantothenate biosynthesis I|g__Proteobacteria_unclassified.s__Proteobacteria_bacterium_CAG_139	0	0	0	0	0	0	0.000183024	0	0	0	0	0
PANTOSYN-PWY: superpathway of coenzyme A biosynthesis I (bacteria)|g__Alistipes.s__Alistipes_finegoldii	0.00244584	0	0.00284492	0	0.00301905	0	0	0	0	0	0	0
PANTOSYN-PWY: superpathway of coenzyme A biosynthesis I (bacteria)|g__Alistipes.s__Alistipes_putredinis	0	0	0	0	0	0	0.000355332	0	0	0	0	0
PANTOSYN-PWY: superpathway of coenzyme A biosynthesis I (bacteria)|g__Bacteroides.s__Bacteroides_cellulosilyticus	0	0	0	0	0	0	0	0	0.00167144	0	0	0
PANTOSYN-PWY: superpathway of coenzyme A biosynthesis I (bacteria)|g__Bacteroides.s__Bacteroides_massiliensis	0	0	0	0	0	0	0	0	0	0	0	0.000295836
PANTOSYN-PWY: superpathway of coenzyme A biosynthesis I (bacteria)|g__Bacteroides.s__Bacteroides_ovatus	0	0	0	0	0	0.000611004	0	0	0	0	0	0
PANTOSYN-PWY: superpathway of coenzyme A biosynthesis I (bacteria)|g__Bacteroides.s__Bacteroides_stercoris	0	0	0	0	0	0	0.00063685	0	0	0	0	0
PANTOSYN-PWY: superpathway of coenzyme A biosynthesis I (bacteria)|g__Bacteroides.s__Bacteroides_thetaiotaomicron	0	0	4.82963e-05	0	0	0	0	0	0	0	0	0
PANTOSYN-PWY: superpathway of coenzyme A biosynthesis I (bacteria)|g__Bacteroides.s__Bacteroides_uniformis	0	0	0	0	0	0	0	0	0	0	0	0.000253388
PANTOSYN-PWY: superpathway of coenzyme A biosynthesis I (bacteria)|g__Bacteroides.s__Bacteroides_vulgatus	0	0	0.000586575	0	0	0	0.00110224	0	0	0	0	0.000726465
PANTOSYN-PWY: superpathway of coenzyme A biosynthesis I (bacteria)|g__Bacteroides.s__Bacteroides_xylanisolvens	0	0	0	0	0	0.000311259	0	0	0	0	0	0
PENTOSE-P-PWY: pentose phosphate pathway|g__Bacteroides.s__Bacteroides_xylanisolvens	0	0	0	0	0	0.0004392	0	0	0	0	0	0
PENTOSE-P-PWY: pentose phosphate pathway|g__Parabacteroides.s__Parabacteroides_distasonis	0	0	0	0	0	0	0.00275908	0	0	0	0	0
PENTOSE-P-PWY: pentose phosphate pathway|unclassified	0	0	0	0	0	0	0.000884395	0	0	0	0	0
